"","RecordType","Survey","Quarter","Country","Ship","Gear","SweepLngt","GearEx","DoorType","StNo","HaulNo","Year","Month","Day","TimeShot","DepthStratum","HaulDur","DayNight","ShootLat","ShootLong","HaulLat","HaulLong","StatRec","Depth","HaulVal","HydroStNo","StdSpecRecCode","BySpecRecCode","DataType","Netopening","Rigging","Tickler","Distance","Warplngt","Warpdia","WarpDen","DoorSurface","DoorWgt","DoorSpread","WingSpread","Buoyancy","KiteDim","WgtGroundRope","TowDir","GroundSpeed","SpeedWater","SurCurDir","SurCurSpeed","BotCurDir","BotCurSpeed","WindDir","WindSpeed","SwellDir","SwellHeight","SurTemp","BotTemp","SurSal","BotSal","ThermoCline","ThClineDepth","CodendMesh","SecchiDepth","Turbidity","TidePhase","TideSpeed","PelSampType","MinTrawlDepth","MaxTrawlDepth","DateofCalculation"
"27","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","21",4,2016,3,5,1257,10,30,"D",55.2811,15.1985,55.2833,15.2413,"39G5",53,"V","20",1,1,"R",5.4,NA,NA,2722,300,NA,NA,4.4,520,87,-9,213,-9,NA,82,2.9,-9,NA,-9,NA,-9,134,13,NA,-9,3.8,4.2,8.22,14.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"28","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","175",38,2016,3,14,1419,11,30,"D",55.2751,18.2938,55.3002,18.2916,"39G8",73,"I","174",1,1,"R",4.7,NA,NA,2789,450,NA,NA,4.4,520,92,-9,213,-9,NA,172,3,-9,NA,-9,NA,-9,314,9,NA,-9,3.9,6.4,7.61,11.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"29","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","202",52,2016,3,18,545,12,30,"D",55.2585,17.4718,55.2589,17.4277,"39G7",90,"V","201",1,1,"R",4.9,NA,NA,2796,470,NA,NA,4.4,520,89,-9,213,-9,NA,271,3,-9,NA,-9,NA,-9,340,9,NA,-9,3.9,7.8,7.86,16.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"30","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","204",53,2016,3,18,835,12,30,"D",55.2404,17.3259,55.2363,17.2825,"39G7",91,"V","203",1,1,"R",4.8,NA,NA,2793,460,NA,NA,4.4,520,94,-9,213,-9,NA,259,3,-9,NA,-9,NA,-9,350,10,NA,-9,3.9,7.8,7.89,16.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"31","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","55",11,2016,3,7,1015,12,30,"D",55.1903,16.011,55.2111,15.9865,"39G6",90,"V","54",1,1,"R",4.9,NA,NA,2787,450,NA,NA,4.4,520,88,-9,213,-9,NA,326,3,-9,NA,-9,NA,-9,228,7,NA,-9,3.7,7.1,8.05,18.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"32","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","173",37,2016,3,14,1123,12,30,"D",55.1749,18.6567,55.175,18.7009,"39G8",90,"V","172",1,1,"R",4.8,NA,NA,2806,530,NA,NA,4.4,520,93,-9,213,-9,NA,90,3,-9,NA,-9,NA,-9,313,8,NA,-9,4.2,7.4,7.48,14.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"33","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","171",36,2016,3,14,804,12,30,"D",55.1337,18.6978,55.134,18.7418,"39G8",94,"V","170",1,1,"R",4.6,NA,NA,2795,470,NA,NA,4.4,520,90,-9,213,-9,NA,90,3,-9,NA,-9,NA,-9,312,6,NA,-9,4.1,7.3,7.24,14.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"34","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","51",9,2016,3,7,552,11,30,"N",55.0879,15.6004,55.0812,15.643,"39G5",78,"V","50",1,1,"R",5.5,NA,NA,2813,410,NA,NA,4.4,520,86,-9,213,-9,NA,109,3,-9,NA,-9,NA,-9,255,7,NA,-9,3.9,6.1,8.29,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"35","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","57",12,2016,3,7,1304,11,30,"D",55.0587,16.3095,55.0445,16.2742,"39G6",69,"V","56",1,1,"R",4.9,NA,NA,2750,390,NA,NA,4.4,520,85,-9,213,-9,NA,234,3,-9,NA,-9,NA,-9,239,4,NA,-9,3.4,7.3,7.66,15.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"36","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","53",10,2016,3,7,753,12,30,"D",55.0491,15.7012,55.0582,15.7421,"39G5",89,"V","52",1,1,"R",4.9,NA,NA,2796,440,NA,NA,4.4,520,84,-9,213,-9,NA,65,3,-9,NA,-9,NA,-9,203,6,NA,-9,3.9,6.4,8.27,18.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"37","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","37",8,2016,3,6,1555,11,30,"D",55.019,15.3228,55.034,15.2878,"39G5",77,"V","36",1,1,"R",5.3,NA,NA,2785,420,NA,NA,4.4,520,86,-9,213,-9,NA,307,3,-9,NA,-9,NA,-9,244,5,NA,-9,3.8,5.6,8.15,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"38","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","169",35,2016,3,14,537,12,30,"D",54.9845,18.7645,55.0065,18.7422,"38G8",93,"V","168",1,1,"R",5.4,NA,NA,2826,480,NA,NA,4.4,520,93,-9,213,-9,NA,329,3,-9,NA,-9,NA,-9,306,8,NA,-9,4.1,7.3,7.54,13.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"39","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","35",7,2016,3,6,1316,11,30,"D",54.8379,15.2589,54.861,15.2743,"38G5",69,"V","34",1,1,"R",4.6,NA,NA,2754,380,NA,NA,4.4,520,80,-9,213,-9,NA,21,3,-9,NA,-9,NA,-9,206,2,NA,-9,4,6.5,8.31,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"40","HH","BITS",1,"DK","26D4","TVL",NA,"S","T","33",6,2016,3,6,915,10,30,"D",54.8125,14.9629,54.8053,15.0047,"38G4",57,"V","32",1,1,"R",5.2,NA,NA,2800,340,NA,NA,4.4,520,88,-9,213,-9,NA,108,3,-9,NA,-9,NA,-9,119,5,NA,-9,4,7,8.32,11.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"41","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24280",51,2016,2,28,927,9,30,"D",54.6998,12.2453,54.6882,12.2013,"38G2",20,"V","24280",1,1,"R",-9,NA,NA,3113,100,NA,NA,-9,NA,52,-9,NA,-9,NA,241,3.4,-9,NA,-9,NA,-9,360,2,NA,-9,3.1,3.5,10.35,15.1,NA,NA,0,NA,NA,NA,NA,NA,20,20,20210317
"42","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24063",4,2016,2,19,631,9,30,"D",54.7139,13.1543,54.7099,13.199,"38G3",26,"V","24063",1,1,"R",-9,NA,NA,2913,125,NA,NA,-9,NA,55,-9,NA,-9,NA,109,3.1,-9,NA,-9,NA,-9,234,1,NA,-9,3.5,3.7,8.77,13.26,NA,NA,0,NA,NA,NA,NA,NA,26,27,20210317
"43","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24058",50,2016,2,28,827,9,30,"D",54.748,12.325,54.7281,12.2895,"38G2",21,"V","24058",1,1,"R",-9,NA,NA,3186,100,NA,NA,-9,NA,51,-9,NA,-9,NA,224,3.4,-9,NA,-9,NA,-9,10,1,NA,-9,3.1,3.6,10.69,16.28,NA,NA,0,NA,NA,NA,NA,NA,21,22,20210317
"44","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24069",16,2016,2,21,809,10,30,"D",54.7502,13.5157,54.7349,13.5512,"38G3",40,"V","24069",1,1,"R",-9,NA,NA,2849,200,NA,NA,-9,NA,81,-9,NA,-9,NA,130,3.1,-9,NA,-9,NA,-9,258,12,NA,-9,3.4,4,8.64,21.15,NA,NA,0,NA,NA,NA,NA,NA,40,40,20210317
"45","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24156",17,2016,2,21,936,10,30,"D",54.7564,13.7297,54.7328,13.726,"38G3",40,"V","24156",1,1,"R",-9,NA,NA,2641,200,NA,NA,-9,NA,70,-9,NA,-9,NA,164,2.9,-9,NA,-9,NA,-9,260,12,NA,-9,3,4.1,8.71,21.96,NA,NA,0,NA,NA,NA,NA,NA,40,41,20210317
"46","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24161",21,2016,2,22,630,9,30,"D",54.7617,13.951,54.7749,13.9917,"38G3",39,"V","24161",1,1,"R",-9,NA,NA,2998,200,NA,NA,-9,NA,69,-9,NA,-9,NA,62,3.2,-9,NA,-9,NA,-9,269,8,NA,-9,3.6,3.6,8.69,13.88,NA,NA,0,NA,NA,NA,NA,NA,39,39,20210317
"47","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24076",22,2016,2,22,833,9,30,"D",54.7819,13.9695,54.7776,13.9273,"38G3",39,"V","24076",1,1,"R",-9,NA,NA,2753,200,NA,NA,-9,NA,70,-9,NA,-9,NA,261,3,-9,NA,-9,NA,-9,267,10,NA,-9,3.5,4,8.64,21.59,NA,NA,0,NA,NA,NA,NA,NA,39,40,20210317
"48","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24278",29,2016,2,23,1305,10,30,"D",54.7856,14.9917,54.7854,14.9452,"38G4",59,"V","24278",1,1,"R",-9,NA,NA,2990,300,NA,NA,-9,NA,82,-9,NA,-9,NA,268,3.2,-9,NA,-9,NA,-9,255,12,NA,-9,4.3,8.8,8.34,15.19,NA,NA,0,NA,NA,NA,NA,NA,59,60,20210317
"49","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24151",5,2016,2,19,803,10,30,"D",54.8064,13.2008,54.8032,13.2498,"38G3",44,"V","24151",1,1,"R",-9,NA,NA,3170,225,NA,NA,-9,NA,72,-9,NA,-9,NA,90,3.4,-9,NA,-9,NA,-9,247,2,NA,-9,4,4.1,18.99,19.11,NA,NA,0,NA,NA,NA,NA,NA,44,44,20210317
"50","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24067",15,2016,2,21,631,10,30,"D",54.817,13.411,54.8006,13.4515,"38G3",44,"V","24067",1,1,"R",-9,NA,NA,3178,225,NA,NA,-9,NA,76,-9,NA,-9,NA,122,3.4,-9,NA,-9,NA,-9,266,11,NA,-9,3,4.2,8.69,22.98,NA,NA,0,NA,NA,NA,NA,NA,44,45,20210317
"51","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24300",27,2016,2,23,917,9,30,"D",54.861,14.7907,54.8406,14.7685,"38G4",36,"V","24300",1,1,"R",-9,NA,NA,2686,200,NA,NA,-9,NA,67,-9,NA,-9,NA,213,2.9,-9,NA,-9,NA,-9,261,14,NA,-9,4.2,7.6,8.38,11.47,NA,NA,0,NA,NA,NA,NA,NA,36,42,20210317
"52","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24192",23,2016,2,22,1026,10,30,"D",54.8652,13.8468,54.8564,13.8933,"38G3",44,"V","24192",1,1,"R",-9,NA,NA,3144,225,NA,NA,-9,NA,75,-9,NA,-9,NA,116,3.4,-9,NA,-9,NA,-9,273,12,NA,-9,3.3,4.1,8.89,22.72,NA,NA,0,NA,NA,NA,NA,NA,44,45,20210317
"53","HH","BITS",1,"DE","06SL","TVS",NA,NA,NA,"24092",28,2016,2,23,1106,10,30,"D",54.8658,14.9773,54.8676,15.0257,"38G4",56,"V","24092",1,1,"R",-9,NA,NA,3109,275,NA,NA,-9,NA,79,-9,NA,-9,NA,91,3.4,-9,NA,-9,NA,-9,263,12,NA,-9,4.3,8.4,8.4,14.92,NA,NA,0,NA,NA,NA,NA,NA,56,58,20210317
"54","HH","BITS",1,"SE","26D4","TVL",75,"S",NA,"25",13,2016,2,23,1555,11,22,"D",56.2107,18.366,56.1938,18.3542,"41G8",69,"V","26",1,1,"C",4.4,NA,NA,2000,400,NA,NA,4.4,720,89,33,213,-9,488,200,2.9,-9,NA,-9,NA,-9,270,11,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"55","HH","BITS",1,"SE","26D4","TVL",75,"S",NA,"21",11,2016,2,23,1027,11,30,"D",56.0938,17.8283,56.1042,17.788,"41G7",67,"V","22",1,1,"C",4.6,NA,NA,2778,370,NA,NA,4.4,720,86,32,213,-9,488,294,2.9,-9,NA,-9,NA,-9,270,12,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"56","HH","BITS",1,"SE","26D4","TVL",75,"S",NA,"83",40,2016,2,29,942,10,30,"D",56.0845,17.4115,56.0712,17.3732,"41G7",41,"V","82",1,1,"C",5.5,NA,NA,2815,280,NA,NA,4.4,720,76,29,213,-9,488,238,3,-9,NA,-9,NA,-9,60,5,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"57","HH","BITS",1,"SE","26D4","TVL",75,"S",NA,"31",15,2016,2,24,901,14,30,"D",56.019,18.9048,56.0373,18.935,"41G8",122,"V","32",1,1,"C",4,NA,NA,2759,530,NA,NA,4.4,720,93,35,213,-9,488,42,3,-9,5,0.3,NA,-9,270,7,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"58","HH","BITS",1,"SE","26D4","TVL",75,"S",NA,"14",7,2016,2,22,1218,10,30,"D",55.942,15.319,55.9375,15.3627,"40G5",46,"V","13",1,1,"C",4.7,NA,NA,2797,300,NA,NA,4.4,720,86,32,213,-9,488,100,2.9,-9,NA,-9,NA,-9,270,11,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"59","HH","BITS",1,"SE","26D4","TVL",75,"S",NA,"30",14,2016,2,24,712,13,30,"D",55.9188,18.6362,55.9177,18.6807,"40G8",114,"V","29",1,1,"C",3.8,NA,NA,2797,530,NA,NA,4.4,720,96,36,213,-9,488,93,3,-9,NA,-9,NA,-9,280,6,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"60","HH","BITS",1,"SE","26D4","TVL",75,"S",NA,"20",10,2016,2,23,828,11,30,"D",55.8902,17.7278,55.9142,17.7425,"40G7",62,"V","19",1,1,"C",4.7,NA,NA,2778,360,NA,NA,4.4,720,88,32,213,-9,488,19,3,-9,NA,-9,NA,-9,260,10,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"61","HH","BITS",1,"SE","26D4","TVL",75,"S",NA,"16",8,2016,2,22,1445,10,30,"D",55.8827,15.5667,55.9067,15.5677,"40G5",51,"V","15",1,1,"C",5.3,NA,NA,2685,320,NA,NA,4.4,720,84,31,213,-9,488,138,2.8,-9,NA,-9,NA,-9,260,8,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
"62","HH","BITS",1,"SE","26D4","TVL",75,"S",NA,"91",44,2016,3,1,1220,10,30,"D",55.8707,16.0677,55.8695,16.0228,"40G6",54,"V","90",1,1,"C",4.7,NA,NA,2797,330,NA,NA,4.4,720,88,32,213,-9,488,267,3,-9,NA,-9,NA,-9,90,8,NA,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210317
